Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10,return,log_return,real_return,cape,cape_z
1904-03-01,6.48,0.34,0.52,8.37,3.41,236.92,12.43,19.01,15.08,-0.003076923076922977,-0.0030816665374080454,0.008256021789088352,15.08,-0.3227783115765291
1904-04-01,6.64,0.3367,0.5167,8.28,3.42,245.56,12.45,19.11,15.57,0.024691358024691246,0.024391453124159135,0.03646800607800116,15.57,-0.2546582709987451
1904-05-01,6.5,0.3333,0.5133,8.09,3.43,246.04,12.62,19.43,15.53,-0.02108433734939752,-0.02130978658675109,0.0019547157517509905,15.53,-0.260219090637748
1904-06-01,6.51,0.33,0.51,8.09,3.43,246.42,12.49,19.3,15.47,0.0015384615384614886,0.0015372793188865863,0.0015444643147455306,15.47,-0.268560320096252
1904-07-01,6.78,0.3267,0.5067,8.09,3.44,256.64,12.37,19.18,16.04,0.04147465437788034,0.040637645731826266,0.04147390633877124,16.04,-0.18931864024046272
1904-08-01,7.01,0.3233,0.5033,8.18,3.45,262.26,12.1,18.83,16.3,0.03392330383480813,0.03336059909419453,0.02189837905236902,16.3,-0.1531733125869445
1904-09-01,7.32,0.32,0.5,8.28,3.45,270.71,11.83,18.49,16.74,0.04422253922967201,0.0432726269267214,0.03221993441622817,16.74,-0.09200429655791431
1904-10-01,7.75,0.3167,0.4967,8.28,3.46,286.61,11.71,18.37,17.63,0.058743169398907114,0.05708251539203535,0.05873443906763698,17.63,0.03172394040989743
1904-11-01,8.17,0.3133,0.4933,8.47,3.47,295.36,11.33,17.83,18.08,0.05419354838709678,0.05277606550665581,0.030529290673737774,18.08,0.09428316134867851
1904-12-01,8.25,0.31,0.49,8.47,3.47,298.25,11.21,17.71,18.16,0.009791921664626724,0.009744291474678146,0.009784669555796377,18.16,0.10540480062668431
1905-01-01,8.43,0.3117,0.505,8.47,3.48,304.76,11.27,18.26,18.46,0.021818181818181737,0.021583571667174617,0.021827326068734276,18.46,0.1471109479192052
1905-02-01,8.8,0.3133,0.52,8.47,3.48,318.13,11.33,18.8,19.17,0.043890865954923086,0.04295494947039691,0.043870586691166835,19.17,0.2458154965115045
1905-03-01,9.05,0.315,0.535,8.37,3.47,330.89,11.52,19.56,19.83,0.02840909090909083,0.028013036227673815,0.040109389243391025,19.83,0.3375690205550498
1905-04-01,8.94,0.3167,0.55,8.37,3.47,326.86,11.58,20.11,19.48,-0.012154696132596787,-0.012229168526411982,-0.012179274078998992,19.48,0.2889118487137758
1905-05-01,8.5,0.3183,0.565,8.28,3.46,314.35,11.77,20.89,18.63,-0.04921700223713643,-0.050469425689152025,-0.038273266842072995,18.63,0.17074443138496673
1905-06-01,8.6,0.32,0.58,8.28,3.46,318.05,11.83,21.45,18.74,0.0117647058823529,0.011696039763191113,0.011770319707332444,18.74,0.18603668539222426
1905-07-01,8.87,0.3217,0.595,8.28,3.46,328.03,11.9,22.0,19.21,0.03139534883720918,0.030912593062025984,0.031378714038672983,19.21,0.25137631615050715
1905-08-01,9.2,0.3233,0.61,8.37,3.45,336.37,11.82,22.3,19.57,0.03720405862457721,0.036528687733506704,0.025424503856354752,19.57,0.30142369290153204
1905-09-01,9.23,0.325,0.625,8.28,3.45,341.35,12.02,23.11,19.74,0.003260869565217428,0.003255564459766269,0.014805125308440248,19.74,0.32505717636729353
1905-10-01,9.36,0.3267,0.64,8.28,3.44,346.15,12.08,23.67,19.9,0.014084507042253502,0.013986241974739855,0.01406181338801793,19.9,0.34730045492330464
1905-11-01,9.31,0.3283,0.655,8.37,3.44,340.39,12.0,23.95,19.44,-0.005341880341880212,-0.00535619920052488,-0.01664018489094321,19.44,0.28335102907477316
1905-12-01,9.54,0.33,0.67,8.47,3.43,344.88,11.93,24.22,19.58,0.02470461868958096,0.024404394171219312,0.013190751784717625,19.58,0.30281389781128243
1906-01-01,9.87,0.3358,0.6775,8.47,3.43,356.81,12.14,24.49,20.13,0.03459119496855356,0.03400636798519496,0.03459174205520754,20.13,0.37927516784757065
1906-02-01,9.8,0.3417,0.685,8.47,3.45,354.28,12.35,24.76,19.87,-0.007092198581560183,-0.007117467768863683,-0.007090608447072766,19.87,0.3431298401940529
1906-03-01,9.56,0.3475,0.6925,8.47,3.47,345.61,12.56,25.03,19.26,-0.02448979591836742,-0.02479465861321639,-0.024472168905949943,19.26,0.2583273406992607
1906-04-01,9.43,0.3533,0.7,8.47,3.49,340.91,12.77,25.31,18.88,-0.013598326359832713,-0.013691630417943745,-0.013599143543300163,18.88,0.20549955412873405
1906-05-01,9.18,0.3592,0.7075,8.56,3.51,328.18,12.84,25.29,18.05,-0.026511134676564185,-0.026868892012967382,-0.03734123375671006,18.05,0.09011254661942676
1906-06-01,9.3,0.365,0.715,8.56,3.53,332.47,13.05,25.56,18.17,0.013071895424836777,0.01298719552681149,0.013072094582241567,18.17,0.10679500553643521
1906-07-01,9.06,0.3708,0.7225,8.28,3.55,335.06,13.71,26.72,18.2,-0.02580645161290329,-0.026145280104322488,0.007790176557283202,18.2,0.11096562026568696
1906-08-01,9.73,0.3767,0.73,8.47,3.57,351.75,13.62,26.39,18.97,0.07395143487858724,0.0713447761430257,0.04981197397481041,18.97,0.21801139831649025
1906-09-01,10.03,0.3825,0.7375,8.56,3.59,358.57,13.67,26.37,19.2,0.03083247687564228,0.03036670577593048,0.019388770433546476,19.2,0.24998611124075626
1906-10-01,9.73,0.3883,0.745,8.75,3.61,340.28,13.58,26.05,18.1,-0.029910269192422678,-0.03036670577593048,-0.051008171347296294,18.1,0.09706357116818033
1906-11-01,9.93,0.3942,0.7525,8.85,3.63,343.54,13.64,26.03,18.14,0.020554984583761593,0.02034658185916749,0.009580345597743234,18.14,0.10262439080718298
1906-12-01,9.84,0.4,0.76,8.94,3.65,336.81,13.69,26.01,17.66,-0.009063444108761365,-0.009104766992919178,-0.019590149618676223,17.66,0.035894555139149666
1907-01-01,9.56,0.4033,0.7517,8.85,3.67,330.74,13.95,26.01,17.22,-0.028455284552845517,-0.028867984000851887,-0.018022030224755792,17.22,-0.025274460889880997
1907-02-01,9.26,0.4067,0.7433,9.04,3.69,313.62,13.77,25.17,16.22,-0.03138075313807542,-0.03188367840522188,-0.05176271391425291,16.22,-0.1642949518649503
1907-03-01,8.35,0.41,0.735,8.94,3.7,285.81,14.03,25.16,14.69,-0.09827213822894165,-0.10344250979532399,-0.08867419169695812,14.69,-0.3769963030568062
1907-04-01,8.39,0.4133,0.7267,8.94,3.72,287.18,14.15,24.87,14.67,0.004790419161676773,0.004778981616350819,0.004793394212938784,14.67,-0.37977671287630754
1907-05-01,8.1,0.4167,0.7183,9.13,3.74,271.47,13.97,24.07,13.79,-0.03456495828367112,-0.03517645880072173,-0.0547043665993453,13.79,-0.5021147449343686
1907-06-01,7.84,0.42,0.71,9.23,3.75,260.05,13.93,23.55,13.14,-0.032098765432098775,-0.03262522731607698,-0.04206726341768896,13.14,-0.5924780640681635
1907-07-01,8.14,0.4233,0.7017,9.23,3.77,270.0,14.04,23.28,13.59,0.03826530612244916,0.037551345652132806,0.03826187271678516,13.59,-0.5299188431293824
1907-08-01,7.53,0.4267,0.6933,9.23,3.79,249.77,14.15,23.0,12.51,-0.07493857493857492,-0.07789513820264693,-0.07492592592592584,12.51,-0.6800609733824572
1907-09-01,7.45,0.43,0.685,9.23,3.8,247.12,14.26,22.72,12.33,-0.010624169986719778,-0.010681009420333787,-0.01060976098010169,12.33,-0.7050846617579697
1907-10-01,6.64,0.4333,0.6767,9.32,3.82,218.0,14.23,22.22,10.83,-0.10872483221476514,-0.11510206890312591,-0.11783748786014892,10.83,-0.9136153982205736
1907-11-01,6.25,0.4367,0.6683,8.94,3.84,213.93,14.95,22.87,10.59,-0.0587349397590361,-0.06053049974003222,-0.018669724770642215,10.59,-0.9469803160545902
1907-12-01,6.57,0.44,0.66,8.75,3.85,229.77,15.39,23.08,11.33,0.051200000000000134,0.049932368748208944,0.07404291123264617,11.33,-0.844105152733039
1908-01-01,6.85,0.4367,0.6533,8.66,3.87,242.19,15.44,23.1,11.9,0.0426179604261796,0.04173481977761462,0.054054054054053946,11.9,-0.7648634728772494
1908-02-01,6.6,0.4333,0.6467,8.56,3.86,235.95,15.49,23.12,11.55,-0.03649635036496346,-0.03717900324175405,-0.025764895330112725,11.55,-0.8135206447185236
1908-03-01,6.87,0.43,0.64,8.56,3.85,245.6,15.37,22.88,11.98,0.040909090909091006,0.04009445720187821,0.04089849544394997,11.98,-0.7537418335992438
1908-04-01,7.24,0.4267,0.6333,8.66,3.84,255.98,15.09,22.39,12.45,0.05385735080058218,0.05245710016336713,0.042263843648208343,12.45,-0.6884022028409614
1908-05-01,7.63,0.4233,0.6267,8.66,3.83,269.77,14.97,22.16,13.08,0.05386740331491713,0.05246663889874048,0.053871396202828326,13.08,-0.6008192935266677
1908-06-01,7.64,0.42,0.62,8.66,3.82,270.13,14.85,21.92,13.05,0.001310615989515096,0.0013097578820633338,0.001334470104162877,13.05,-0.6049899082559197
1908-07-01,7.92,0.4167,0.6133,8.75,3.81,276.98,14.57,21.45,13.35,0.03664921465968596,0.03599360264790574,0.02535816088549958,13.35,-0.563283760963399
1908-08-01,8.26,0.4133,0.6067,8.75,3.81,288.87,14.45,21.22,13.88,0.04292929292929282,0.04203338170655213,0.042927287168748496,13.88,-0.48960290074661217
1908-09-01,8.17,0.41,0.6,8.75,3.8,285.72,14.34,20.98,13.7,-0.010895883777239712,-0.010955678660975465,-0.010904559144251702,13.7,-0.5146265891221249
1908-10-01,8.27,0.4067,0.5933,8.85,3.79,286.11,14.07,20.53,13.69,0.012239902080783294,0.012165600163688506,0.00136497270054603,13.69,-0.5160167940318755
1908-11-01,8.83,0.4033,0.5867,8.94,3.78,302.24,13.8,20.08,14.44,0.06771463119709797,0.065520505580269,0.05637691796861355,14.44,-0.41175142580057356
1908-12-01,9.03,0.4,0.58,9.04,3.77,305.83,13.55,19.64,14.58,0.022650056625141524,0.02239735281302524,0.011877977766013625,14.58,-0.39228855706406374
1909-01-01,9.06,0.4033,0.595,8.94,3.76,310.11,13.8,20.37,14.76,0.0033222591362127574,0.0033167526259938462,0.013994702939541748,14.76,-0.36726486868855135
1909-02-01,8.8,0.4067,0.61,9.04,3.77,298.04,13.77,20.66,14.17,-0.028697571743929284,-0.029117398570726927,-0.03892167295475801,14.17,-0.4492869583638422
1909-03-01,8.92,0.41,0.625,9.04,3.78,302.1,13.89,21.17,14.34,0.013636363636363447,0.01354422510775688,0.013622332572809093,14.34,-0.4256534748980804
1909-04-01,9.32,0.4133,0.64,9.23,3.8,309.14,13.71,21.23,14.65,0.04484304932735439,0.0438666821055822,0.02330354187355166,14.65,-0.3825571226958089
1909-05-01,9.63,0.4167,0.655,9.32,3.81,316.17,13.68,21.5,14.95,0.03326180257510725,0.03272059711253439,0.022740505919648157,14.95,-0.34085097540328824
1909-06-01,9.8,0.42,0.67,9.42,3.82,318.5,13.65,21.77,15.04,0.017653167185877505,0.017499159866491976,0.007369453142296756,15.04,-0.328339131215532
1909-07-01,9.94,0.4233,0.685,9.42,3.83,323.05,13.76,22.26,15.23,0.014285714285714235,0.014184634991956102,0.014285714285714235,15.23,-0.30192523793026865
1909-08-01,10.18,0.4267,0.7,9.51,3.85,327.54,13.73,22.52,15.42,0.024144869215291687,0.02385799045389403,0.013898777279059082,15.42,-0.2755113446450056
1909-09-01,10.19,0.43,0.715,9.61,3.86,324.61,13.7,22.78,15.25,0.0009823182711197198,0.0009818361122566621,-0.008945472308725666,15.25,-0.2991448281107673
1909-10-01,10.23,0.4333,0.73,9.8,3.87,319.56,13.54,22.8,14.99,0.003925417075564264,0.003917732728901946,-0.015557130094575045,14.99,-0.33529015576428534
1909-11-01,10.18,0.4367,0.745,9.9,3.88,314.94,13.51,23.05,14.75,-0.00488758553274693,-0.004899568841158608,-0.014457378895981976,14.75,-0.36865507359830196
1909-12-01,10.3,0.44,0.76,9.99,3.9,315.62,13.48,23.29,14.75,0.011787819253438192,0.011718884113213424,0.002159141423763389,14.75,-0.36865507359830196
1910-01-01,10.08,0.4425,0.7575,9.9,3.91,311.85,13.69,23.43,14.55,-0.021359223300970953,-0.021590632592367598,-0.011944743679107694,14.55,-0.39645917179331575
1910-02-01,9.72,0.445,0.755,9.9,3.92,300.71,13.77,23.36,14.0,-0.0357142857142857,-0.03636764417087468,-0.03572230238896923,14.0,-0.47292044182960397
1910-03-01,9.96,0.4475,0.7525,10.09,3.92,302.32,13.58,22.84,14.05,0.024691358024691468,0.024391453124159135,0.005353995543879497,14.05,-0.4659694172808504
1910-04-01,9.72,0.45,0.75,10.18,3.93,292.28,13.53,22.55,13.56,-0.02409638554216864,-0.024391453124159135,-0.0332098438740408,13.56,-0.5340894578586344
1910-05-01,9.56,0.4525,0.7475,9.99,3.93,292.94,13.87,22.91,13.57,-0.016460905349794275,-0.01659789140903767,0.002258108662926084,13.57,-0.5326992529488838
1910-06-01,9.1,0.455,0.745,9.9,3.94,281.53,14.08,23.05,13.02,-0.04811715481171552,-0.04931331354050572,-0.03894995562231185,13.02,-0.6091605229851719
1910-07-01,8.64,0.4575,0.7425,9.9,3.95,267.3,14.15,22.97,12.34,-0.05054945054945048,-0.05187183070683998,-0.0505452349660781,12.34,-0.703694456848219
1910-08-01,8.85,0.46,0.74,9.8,3.95,276.45,14.37,23.12,12.75,0.024305555555555358,0.02401487620387366,0.034231200897867575,12.75,-0.6466960555484406
1910-09-01,8.91,0.4625,0.7375,9.7,3.96,281.06,14.59,23.26,12.94,0.006779661016949268,0.006756782462880029,0.016675709893289925,12.94,-0.6202821622631775
1910-10-01,9.32,0.465,0.735,9.42,3.96,302.9,15.11,23.89,13.92,0.04601571268237947,0.044988387214782044,0.07770582793709524,13.92,-0.4840420811076095
1910-11-01,9.31,0.4675,0.7325,9.23,3.97,308.81,15.51,24.3,14.16,-0.0010729613733905241,-0.0010735374085242277,0.019511389897655995,14.16,-0.45067716327359286
1910-12-01,9.05,0.47,0.73,9.23,3.97,300.19,15.59,24.21,13.74,-0.027926960257787292,-0.028324333577141036,-0.02791360383407271,13.74,-0.509065769483122
1911-01-01,9.27,0.47,0.7183,9.23,3.98,307.48,15.59,23.83,14.05,0.024309392265193353,0.024018621865928846,0.02428461974083085,14.05,-0.4659694172808504
1911-02-01,9.43,0.47,0.7067,8.94,3.98,322.77,16.09,24.19,14.72,0.01725997842502691,0.017112717067602645,0.04972681149993474,14.72,-0.372825688327554
1911-03-01,9.32,0.47,0.695,9.04,3.98,315.65,15.92,23.54,14.37,-0.01166489925768821,-0.011733467947866227,-0.022059051336865254,14.37,-0.4214828601688284
1911-04-01,9.28,0.47,0.6833,8.75,3.99,324.54,16.44,23.9,14.75,-0.0042918454935623185,-0.004301081899390713,0.028164105813401008,14.75,-0.36865507359830196
1911-05-01,9.48,0.47,0.6717,8.75,3.99,331.54,16.44,23.49,15.05,0.02155172413793105,0.021322769468821168,0.02156898995501333,15.05,-0.3269489263057811
1911-06-01,9.67,0.47,0.66,8.75,3.99,338.18,16.44,23.08,15.33,0.020042194092827037,0.019843993198272347,0.020027749291186447,15.33,-0.2880231888327618
1911-07-01,9.63,0.47,0.6483,8.85,4.0,333.16,16.26,22.43,15.08,-0.00413650465356763,-0.004145083655168413,-0.01484416582884851,15.08,-0.3227783115765291
1911-08-01,9.17,0.47,0.6367,9.13,4.0,307.33,15.75,21.34,13.9,-0.047767393561786164,-0.048945939541661154,-0.07753031576419755,13.9,-0.48682249092711083
1911-09-01,8.67,0.47,0.625,9.23,4.0,287.58,15.59,20.73,13.0,-0.05452562704471098,-0.05606849547592274,-0.06426316988253666,13.0,-0.6119409328046732
1911-10-01,8.72,0.47,0.6133,9.23,4.0,289.24,15.59,20.34,13.07,0.005767012687428075,0.005750447128437752,0.005772306836358654,13.07,-0.6022094984364184
1911-11-01,9.07,0.47,0.6017,9.13,4.0,303.98,15.75,20.17,13.73,0.04013761467889898,0.039353026206156994,0.050961139538099776,13.73,-0.5104559743928726
1911-12-01,9.11,0.47,0.59,9.04,4.01,308.54,15.92,19.98,13.93,0.004410143329658167,0.004400447144821573,0.015000986907033331,13.93,-0.4826518761978588
1912-01-01,9.12,0.4708,0.5992,9.13,4.01,305.66,15.78,20.08,13.79,0.001097694840834329,0.0010970928143732017,-0.009334284047449293,13.79,-0.5021147449343686
1912-02-01,9.04,0.4717,0.6083,9.23,4.05,299.86,15.65,20.18,13.53,-0.00877192982456143,-0.008810629682154847,-0.018975332068311257,13.53,-0.5382600725878867
1912-03-01,9.3,0.4725,0.6175,9.42,4.08,302.25,15.36,20.07,13.64,0.028761061946902755,0.02835522575512517,0.007970386180217393,13.64,-0.5229678185806288
1912-04-01,9.59,0.4733,0.6267,9.7,4.12,302.51,14.93,19.77,13.65,0.03118279569892457,0.03070648873613635,0.0008602150537633246,13.65,-0.5215776136708782
1912-05-01,9.58,0.4742,0.6358,9.7,4.16,302.19,14.96,20.06,13.65,-0.0010427528675703845,-0.0010432969125777625,-0.0010578162705364713,13.65,-0.5215776136708782
1912-06-01,9.58,0.475,0.645,9.61,4.19,305.18,15.13,20.55,13.79,0.0,0.0,0.009894437274562407,13.79,-0.5021147449343686
1912-07-01,9.59,0.4758,0.6542,9.61,4.23,305.5,15.16,20.84,13.8,0.0010438413361169019,0.0010432969125777625,0.0010485615046857966,13.8,-0.5007245400246177
1912-08-01,9.81,0.4767,0.6633,9.7,4.27,309.44,15.04,20.92,13.98,0.02294056308654846,0.022681384681924932,0.012896890343698786,13.98,-0.4757008516491053
1912-09-01,9.86,0.4775,0.6725,9.8,4.3,308.0,14.92,21.01,13.93,0.0050968399592252744,0.005083895037272246,-0.004653567735263708,13.93,-0.4826518761978588
1912-10-01,9.84,0.4783,0.6817,9.8,4.34,307.38,14.94,21.29,13.91,-0.0020283975659228792,-0.0020304575503820033,-0.002012987012987022,13.91,-0.48543228601736016
1912-11-01,9.73,0.4792,0.6908,9.8,4.38,303.94,14.97,21.58,13.75,-0.011178861788617822,-0.011241814866248312,-0.011191359229618003,13.75,-0.5076755645733713
1912-12-01,9.38,0.48,0.7,9.7,4.41,295.88,15.14,22.08,13.39,-0.03597122302158273,-0.03663413317978037,-0.02651839178785287,13.39,-0.5577229413243961
1913-01-01,9.3,0.48,0.6942,9.8,4.45,290.51,14.99,21.69,13.15,-0.008528784648187626,-0.008565362858922843,-0.018149249695822656,13.15,-0.5910878591584128
1913-02-01,8.97,0.48,0.6883,9.8,4.43,280.2,14.99,21.5,12.68,-0.03548387096774197,-0.03612872408850576,-0.035489311899762455,12.68,-0.6564274899166954
1913-03-01,8.8,0.48,0.6825,9.8,4.4,274.89,14.99,21.32,12.44,-0.018952062430323324,-0.019133954586543656,-0.018950749464668126,12.44,-0.6897924077507122
1913-04-01,8.79,0.48,0.6767,9.8,4.38,274.58,14.99,21.14,12.43,-0.001136363636363824,-0.001137009787075538,-0.0011277238167994863,12.43,-0.6911826126604628
1913-05-01,8.55,0.48,0.6708,9.7,4.35,269.83,15.15,21.17,12.22,-0.027303754266211455,-0.02768342874841645,-0.017299147789351044,12.22,-0.7203769157652272
1913-06-01,8.12,0.48,0.665,9.8,4.33,253.65,14.99,20.77,11.49,-0.05029239766081883,-0.05160112877508238,-0.059963680836081945,11.49,-0.8218618741770278
1913-07-01,8.23,0.48,0.6592,9.9,4.3,254.49,14.84,20.38,11.53,0.013546798029556717,0.013455860515391826,0.003311649911295067,11.53,-0.8163010545380252
1913-08-01,8.45,0.48,0.6533,9.9,4.28,261.29,14.84,20.2,11.85,0.02673147023086253,0.026380426680103763,0.026720106880427474,11.85,-0.7718144974260029
1913-09-01,8.53,0.48,0.6475,10.0,4.26,261.13,14.69,19.82,11.84,0.00946745562130169,0.009422920134505297,-0.0006123464349957475,11.84,-0.7732047023357537
1913-10-01,8.26,0.48,0.6417,10.0,4.23,252.86,14.69,19.64,11.47,-0.03165298944900352,-0.03216477397070072,-0.03167004940068163,11.47,-0.8246422839965292
1913-11-01,8.05,0.48,0.6358,10.1,4.21,243.99,14.55,19.27,11.07,-0.025423728813559254,-0.02575249610241448,-0.03507869967570987,11.07,-0.880250480386557
1913-12-01,8.04,0.48,0.63,10.0,4.18,246.13,14.69,19.29,11.17,-0.001242236024844967,-0.001243008239597554,0.008770851264396029,11.17,-0.86634843128905
1914-01-01,8.37,0.475,0.6208,10.0,4.16,256.23,14.54,19.0,11.64,0.04104477611940305,0.04022480131050932,0.04103522528744974,11.64,-0.8010088005307674
1914-02-01,8.48,0.47,0.6117,9.9,4.17,262.22,14.53,18.91,11.91,0.0131421744324971,0.013056565302427714,0.023377434336338432,11.91,-0.7634732679674987
1914-03-01,8.32,0.465,0.6025,9.9,4.17,257.27,14.38,18.63,11.69,-0.018867924528301883,-0.019048194970694432,-0.01887727862100541,11.69,-0.7940577759820141
1914-04-01,8.12,0.46,0.5933,9.8,4.18,253.65,14.37,18.53,11.52,-0.024038461538461675,-0.02433210065953073,-0.014070820538733542,11.52,-0.8176912594477759
1914-05-01,8.17,0.455,0.5842,9.9,4.19,252.63,14.07,18.06,11.48,0.006157635467980427,0.0061387546983247,-0.004021289178001264,11.48,-0.8232520790867786
1914-06-01,8.13,0.45,0.575,9.9,4.19,251.4,13.91,17.78,11.43,-0.004895960832313251,-0.004907985312192054,-0.004868780429877595,11.43,-0.8302031036355321
1914-07-01,7.68,0.445,0.5658,10.0,4.2,235.11,13.62,17.32,10.69,-0.055350553505535194,-0.0569413764001383,-0.06479713603818615,10.69,-0.9330782669570834
1914-08-01,7.68,0.44,0.5567,10.2,4.21,230.5,13.21,16.71,10.49,0.0,0.0,-0.019607843137254943,10.49,-0.9608823651520971
1914-09-01,7.68,0.435,0.5475,10.2,4.21,230.5,13.06,16.43,10.5,0.0,0.0,0.0,10.5,-0.9594921602423465
1914-10-01,7.68,0.43,0.5383,10.1,4.22,232.78,13.03,16.32,10.61,0.0,0.0,0.00989154013015181,10.61,-0.9441999062350889
1914-11-01,7.68,0.425,0.5292,10.2,4.23,230.5,12.76,15.88,10.52,0.0,0.0,-0.009794655898272997,10.52,-0.9567117504228452
1914-12-01,7.35,0.42,0.52,10.1,4.23,222.78,12.73,15.76,10.17,-0.04296875,-0.043919233934835766,-0.03349240780911067,10.17,-1.0053689222641193
1915-01-01,7.48,0.4208,0.55,10.1,4.24,226.72,12.75,16.67,10.36,0.017687074829932037,0.017532478761640657,0.01768560912110595,10.36,-0.9789550289788562
1915-02-01,7.38,0.4217,0.58,10.0,4.22,225.92,12.91,17.76,10.33,-0.013368983957219305,-0.013459153374004718,-0.003528581510232942,10.33,-0.9831256437081083
1915-03-01,7.57,0.4225,0.61,9.9,4.21,234.08,13.06,18.86,10.71,0.0257452574525745,0.025419428836976454,0.036118980169971726,10.71,-0.9302978571375818
1915-04-01,8.14,0.4233,0.64,10.0,4.19,249.19,12.96,19.59,11.4,0.07529722589167775,0.07259711256509149,0.06455058099794941,11.4,-0.834373718364784
1915-05-01,7.95,0.4242,0.67,10.1,4.18,240.96,12.86,20.31,11.03,-0.023341523341523396,-0.023618251348208386,-0.03302700750431398,11.03,-0.8858113000255599
1915-06-01,8.04,0.425,0.7,10.1,4.16,243.69,12.88,21.22,11.15,0.011320754716980908,0.01125715452463405,0.011329681274900416,11.15,-0.8691288411085514
1915-07-01,8.01,0.4258,0.73,10.1,4.14,242.78,12.91,22.13,11.11,-0.003731343283582045,-0.003738322110606873,-0.0037342525339570942,11.11,-0.8746896607475543
1915-08-01,8.35,0.4267,0.76,10.1,4.13,253.09,12.93,23.04,11.58,0.0424469413233457,0.04157077778249629,0.04246643051322185,11.58,-0.8093500299892716
1915-09-01,8.66,0.4275,0.79,10.1,4.11,262.48,12.96,23.94,12.01,0.037125748502994105,0.03645318371157957,0.03710142637006597,12.01,-0.7495712188699919
1915-10-01,9.14,0.4283,0.82,10.2,4.1,274.31,12.85,24.61,12.55,0.05542725173210172,0.053945662891714985,0.045070100579091665,12.55,-0.6745001537434543
1915-11-01,9.46,0.4292,0.85,10.3,4.08,281.16,12.76,25.26,12.86,0.03501094091903734,0.034411997597728394,0.0249717472932085,12.86,-0.631403801541183
1915-12-01,9.48,0.43,0.88,10.3,4.07,281.76,12.78,26.15,12.88,0.0021141649048626032,0.0021119332031434013,0.0021340162185230493,12.88,-0.6286233917216815
1916-01-01,9.33,0.4408,0.9342,10.4,4.05,274.63,12.98,27.5,12.54,-0.015822784810126667,-0.015949301407677918,-0.025305224304372542,12.54,-0.6758903586532052
1916-02-01,9.2,0.4517,0.9883,10.4,4.06,270.81,13.3,29.09,12.35,-0.01393354769560562,-0.014031530804258008,-0.013909623857553788,12.35,-0.7023042519384683
1916-03-01,9.17,0.4625,1.042,10.5,4.08,267.35,13.48,30.38,12.18,-0.003260869565217317,-0.0032661977866212943,-0.012776485358738543,12.18,-0.7259377354042301
1916-04-01,9.07,0.4733,1.097,10.6,4.09,261.94,13.67,31.68,11.91,-0.010905125408942173,-0.010965022141327996,-0.020235646156723464,11.91,-0.7634732679674987
1916-05-01,9.27,0.4842,1.151,10.7,4.11,265.22,13.85,32.93,12.03,0.022050716648291058,0.021811115450718344,0.012521951591967673,12.03,-0.7467908090504906
1916-06-01,9.36,0.495,1.205,10.8,4.12,265.31,14.03,34.16,12.0,0.009708737864077666,0.00966191091173707,0.00033934092451537445,12.0,-0.7509614237797425
1916-07-01,9.23,0.5058,1.259,10.8,4.14,261.63,14.34,35.69,11.79,-0.013888888888888729,-0.013986241974739855,-0.013870566507104942,11.79,-0.7801557268845072
1916-08-01,9.3,0.5167,1.313,10.9,4.16,261.19,14.51,36.88,11.73,0.007583965330444142,0.007555351644449537,-0.0016817643236631818,11.73,-0.7884969563430112
1916-09-01,9.68,0.5275,1.368,11.1,4.17,266.97,14.55,37.73,11.94,0.04086021505376336,0.040047501129275354,0.022129484283471834,11.94,-0.7593026532382467
1916-10-01,9.98,0.5383,1.422,11.3,4.19,270.37,14.58,38.52,12.05,0.030991735537190257,0.030521189034887097,0.012735513353560268,12.05,-0.744010399230989
1916-11-01,10.21,0.5492,1.476,11.5,4.2,271.79,14.62,39.29,12.05,0.023046092184368705,0.022784541853201556,0.005252061989126089,12.05,-0.744010399230989
1916-12-01,9.8,0.56,1.53,11.6,4.21,258.62,14.78,40.38,11.41,-0.04015670910871694,-0.04098524650004798,-0.04845652893778285,11.41,-0.8329835134550334
1917-01-01,9.57,0.5708,1.509,11.7,4.23,250.4,14.93,39.48,10.99,-0.0234693877551021,-0.02374918021166339,-0.03178408475755934,10.99,-0.8913721196645625
1917-02-01,9.03,0.5817,1.488,12.0,4.26,230.36,14.84,37.96,10.06,-0.056426332288401326,-0.058080838035968974,-0.0800319488817891,10.06,-1.0206611762713769
1917-03-01,9.31,0.5925,1.468,12.0,4.29,237.5,15.12,37.45,10.33,0.03100775193798455,0.03053672386008177,0.030994964403542324,10.33,-0.9831256437081083
1917-04-01,9.17,0.6033,1.447,12.6,4.32,222.79,14.66,35.16,9.64,-0.015037593984962516,-0.015151805020602538,-0.06193684210526318,9.64,-1.079049782480906
1917-05-01,8.86,0.6142,1.426,12.8,4.34,211.9,14.69,34.1,9.14,-0.03380588876772084,-0.034390521651383565,-0.04888011131558856,9.14,-1.1485600279684407
1917-06-01,9.04,0.625,1.405,13.0,4.37,212.88,14.72,33.09,9.15,0.020316027088036037,0.020112409787095498,0.004624823029730996,9.15,-1.14716982305869
1917-07-01,8.79,0.6358,1.384,12.8,4.4,210.22,15.21,33.1,9.0,-0.027654867256637128,-0.028044462706999784,-0.01249530251785047,9.0,-1.1680228967049504
1917-08-01,8.53,0.6467,1.363,13.0,4.43,200.87,15.23,32.1,8.57,-0.029579067121729197,-0.030025350193497946,-0.04447721434687468,8.57,-1.2278017078242303
