date,AAPL,MSFT,JPM,BAC,XOM,CVX,KO,PEP,JNJ,PFE,WMT,TGT
2018-01-08,174.35,88.28,108.5,30.12,87.14,128.53,46.0,117.99,141.89,36.45,101.61,67.18
2018-01-09,174.33,88.22,109.05,30.27,86.77,127.84,46.23,118.08,144.14,36.41,100.39,69.14
2018-01-10,174.29,87.82,110.25,30.55,86.08,128.66,46.07,117.48,143.97,36.47,99.67,70.73
2018-01-11,175.28,88.08,110.84,30.66,86.93,132.57,46.04,116.88,144.79,36.56,100.02,74.0
2018-01-12,177.09,89.6,112.67,31.19,87.52,133.6,46.15,117.38,145.76,36.54,100.87,76.8
2018-01-16,176.19,88.35,112.27,31.24,86.97,132.01,46.53,117.86,146.86,36.6,100.69,74.96
2018-01-17,179.1,90.14,112.99,31.18,88.0,132.36,46.82,119.18,146.98,37.18,102.7,76.82
2018-01-18,179.26,90.1,113.26,31.48,87.43,131.59,46.88,119.05,146.92,36.99,104.3,77.9
2018-01-19,178.46,90.0,113.01,31.72,87.15,131.3,47.16,120.17,147.36,36.94,104.59,78.1
2018-01-22,177.0,91.61,114.33,31.94,88.25,132.56,47.38,121.51,148.14,36.93,105.45,78.58
2018-01-23,177.04,91.9,114.21,31.92,88.3,131.02,47.45,121.3,141.83,36.82,105.9,78.12
2018-01-24,174.22,91.82,115.67,32.09,88.53,131.39,47.83,121.14,142.07,36.93,105.79,76.89
2018-01-25,171.11,92.33,115.7,32.09,88.37,130.65,47.84,120.9,144.4,37.23,106.6,76.3
2018-01-26,171.51,94.06,116.32,32.2,89.0,131.19,48.53,121.76,145.33,39.01,108.39,76.95
2018-01-29,167.96,93.92,116.2,32.28,88.01,128.48,47.7,119.67,143.68,39.02,109.55,76.8
2018-01-30,166.97,92.74,115.11,31.88,86.78,125.23,47.41,119.89,142.43,37.8,107.73,75.1
2018-01-31,167.43,95.01,115.67,32.0,87.3,125.35,47.59,120.3,138.19,37.04,106.6,75.22
2018-02-01,167.78,94.26,116.87,32.5,89.07,125.57,47.45,120.3,140.02,36.83,105.52,74.97
2018-02-02,160.5,91.78,114.28,31.95,84.53,118.58,46.73,118.67,137.68,36.61,104.48,72.95
2018-02-05,156.49,88.0,108.8,30.26,79.72,112.62,44.89,114.46,130.39,34.67,100.09,70.77
2018-02-06,163.03,91.33,112.11,31.2,78.35,117.18,44.67,113.56,131.83,35.28,100.9,72.71
2018-02-07,159.54,89.61,112.87,31.25,76.94,115.29,44.56,113.5,131.42,34.98,102.85,73.25
