date,AAPL,MSFT,JPM,BAC,XOM,CVX,KO,PEP,JNJ,PFE,WMT,TGT
2013-02-08,67.8542,27.55,48.63,11.76,88.61,115.64,38.77,72.6,75.48,26.88,71.48,62.49
2013-02-11,68.5614,27.86,48.66,11.86,88.28,115.64,38.61,72.36,75.41,27.14,71.4,62.67
2013-02-12,66.8428,27.88,49.14,12.245,88.46,116.5,37.56,72.17,75.8,26.99,71.4,62.73
2013-02-13,66.7156,28.03,48.68,12.17,88.67,115.53,37.21,71.5,75.66,27.0,71.39,62.69
2013-02-14,66.6556,28.04,49.22,12.13,88.52,115.71,36.84,72.28,75.81,27.06,70.82,63.09
2013-02-15,65.7371,28.01,48.88,12.03,88.36,114.96,37.42,73.68,76.16,27.29,69.3,61.71
2013-02-19,65.7128,28.045,49.45,12.19,89.32,115.92,37.67,75.5,76.96,27.71,68.76,61.87
2013-02-20,64.1214,27.87,48.61,11.8,88.97,114.99,37.73,75.42,76.65,27.57,69.21,62.65
2013-02-21,63.7228,27.49,48.25,11.42,88.59,114.99,37.71,75.36,76.87,27.41,70.26,63.4
2013-02-22,64.4014,27.76,48.91,11.44,89.2,115.96,38.52,75.57,76.25,27.38,70.4,63.6
2013-02-25,63.2571,27.37,47.7,11.03,87.7,113.54,37.72,75.19,75.57,26.84,70.44,62.89
2013-02-26,64.1385,27.37,47.6,11.13,88.51,114.96,38.11,75.62,75.75,27.03,71.11,64.05
2013-02-27,63.5099,27.81,49.28,11.3,89.53,116.65,38.45,75.48,76.32,27.41,71.66,63.12
2013-02-28,63.0571,27.8,48.92,11.23,89.55,117.15,38.72,75.77,76.11,27.37,70.78,62.96
2013-03-01,61.4957,27.95,48.91,11.34,89.43,116.9,38.7,75.93,76.7,27.39,71.74,64.13
2013-03-04,60.0071,28.15,49.1,11.41,88.95,117.49,38.82,76.6,77.2,27.69,73.26,66.44
2013-03-05,61.5919,28.35,49.49,11.55,89.61,117.93,38.68,76.9,77.66,28.07,73.72,66.68
2013-03-06,60.8088,28.09,50.03,11.92,89.56,118.47,39.02,76.8,77.39,28.12,73.38,66.12
2013-03-07,61.5117,28.14,50.63,12.26,88.71,118.56,39.12,77.14,77.75,28.27,73.32,65.85
2013-03-08,61.6742,28.0,50.2,12.07,88.97,118.57,39.22,77.2,78.19,28.19,73.03,66.35
2013-03-11,62.5528,27.87,50.48,12.15,89.16,118.73,39.31,76.85,78.44,28.25,72.98,67.34
2013-03-12,61.2042,27.91,50.28,12.01,89.16,118.25,38.96,76.89,78.56,27.94,73.6,67.11
2013-03-13,61.1928,27.915,50.16,12.06,89.26,118.36,38.59,76.95,78.55,28.02,73.65,67.43
2013-03-14,61.7857,28.135,51.0,12.11,89.83,120.0,39.02,77.19,79.1,28.11,73.22,67.34
2013-03-15,63.3799,28.035,50.02,12.57,89.37,119.68,38.83,77.04,79.19,28.02,72.5,66.8
2013-03-18,65.1028,28.1,49.51,12.56,88.77,119.13,38.76,76.68,78.81,28.04,72.25,66.76
2013-03-19,64.9271,28.18,49.2,12.71,88.58,119.46,39.33,76.67,78.86,27.99,72.45,66.46
2013-03-20,64.5828,28.315,49.12,12.78,88.63,120.35,39.87,76.32,79.45,28.29,72.99,68.52
2013-03-21,64.6756,28.11,48.35,12.57,88.17,120.34,40.07,76.15,79.01,28.11,73.13,68.05
2013-03-22,65.9871,28.25,48.78,12.56,89.29,121.18,40.04,78.64,79.74,28.38,74.28,68.42
2013-03-25,66.2256,28.16,48.52,12.4,89.02,120.18,40.12,77.83,79.68,28.16,74.85,68.41
2013-03-26,65.8765,28.155,48.64,12.28,90.13,120.98,40.69,78.92,80.85,28.6,74.77,68.61
2013-03-27,64.5828,28.37,47.77,12.23,90.58,120.19,40.22,78.29,81.27,28.64,74.78,69.05
2013-03-28,63.2371,28.605,47.46,12.18,90.11,118.82,40.44,79.11,81.53,28.86,74.83,68.45
2013-04-01,61.2728,28.61,47.83,12.15,90.77,119.61,40.45,79.1,81.93,28.84,75.43,68.66
2013-04-02,61.3988,28.8,48.28,12.15,90.58,119.0,40.72,79.74,82.69,29.23,76.02,68.83
2013-04-03,61.7128,28.56,46.85,11.81,89.93,117.78,40.17,78.96,82.07,29.03,76.0,67.98
2013-04-04,61.1028,28.595,47.49,11.94,89.77,118.07,40.54,79.53,82.41,29.16,76.2,68.79
2013-04-05,60.4571,28.7,47.91,11.97,89.01,117.52,40.08,78.59,82.04,29.1,76.39,68.85
2013-04-08,60.8871,28.59,48.58,12.21,88.6,117.81,40.86,79.5,81.11,29.16,77.29,69.26
2013-04-09,60.9971,29.61,48.68,12.25,88.77,118.64,40.71,79.21,81.52,29.11,78.12,68.92
2013-04-10,62.2414,30.28,49.25,12.32,88.68,119.64,41.07,80.06,82.02,29.92,77.37,68.86
2013-04-11,62.0471,28.935,49.31,12.27,89.22,120.95,41.18,79.96,82.32,30.64,77.79,69.12
2013-04-12,61.3999,28.79,49.01,12.17,88.99,119.94,41.08,79.99,82.74,30.67,78.56,69.49
2013-04-15,59.9785,28.69,47.93,11.98,86.49,116.57,40.09,78.92,81.71,30.45,78.47,68.48
2013-04-16,60.8914,28.97,48.49,12.28,86.61,117.01,42.37,80.0,83.44,30.94,78.68,68.38
2013-04-17,57.5428,28.825,46.79,11.7,86.08,114.81,42.55,78.85,83.9,30.87,78.51,68.76
2013-04-18,56.0071,28.79,46.64,11.44,86.62,115.59,42.1,81.25,83.18,30.59,77.16,68.29
2013-04-19,55.7899,29.765,47.23,11.66,87.45,115.9,42.66,82.77,84.49,31.06,78.29,69.04
2013-04-22,56.9528,30.83,47.35,11.72,88.09,116.57,42.72,83.38,84.83,30.93,77.97,69.1
2013-04-23,58.0185,30.6,48.17,12.07,89.3,117.48,42.7,84.1,85.45,31.08,79.09,69.69
2013-04-24,57.9231,31.76,48.72,12.31,89.43,118.28,42.15,82.34,84.39,30.6,78.03,69.71
2013-04-25,58.3399,31.94,49.0,12.44,88.07,118.51,42.35,82.82,85.22,30.26,78.65,70.67
2013-04-26,59.6007,31.79,48.88,12.42,88.0,120.04,42.1,82.51,85.12,30.09,79.04,70.52
2013-04-29,61.4457,32.61,48.92,12.38,88.21,121.32,42.24,82.65,85.58,30.43,78.39,70.64
2013-04-30,63.2542,33.1,49.01,12.31,88.99,122.01,42.33,82.47,85.23,29.07,77.72,70.56
2013-05-01,62.7557,32.72,48.01,12.14,87.51,120.27,42.21,82.21,84.23,28.9,78.06,70.54
2013-05-02,63.6457,33.16,48.08,12.19,88.63,122.04,41.96,82.56,85.16,29.27,78.46,69.19
2013-05-03,64.2828,33.49,47.57,12.24,90.02,123.49,42.24,82.83,85.75,28.96,79.25,70.5
2013-05-06,65.8156,33.75,48.18,12.88,90.58,123.25,42.08,82.5,84.68,28.72,78.83,70.03
2013-05-07,65.5225,33.31,49.14,12.9,91.15,123.04,42.7,83.34,85.53,29.03,78.83,70.55
2013-05-08,66.2628,32.99,49.76,13.02,91.7,123.36,42.46,83.25,85.46,28.73,78.25,69.8
2013-05-09,65.2528,32.66,49.04,12.91,91.03,123.64,42.12,82.85,85.15,28.6,78.4,69.48
2013-05-10,64.7099,32.69,48.96,13.02,90.14,123.23,42.15,83.0,85.76,28.72,78.89,69.74
2013-05-13,64.9628,33.03,49.67,12.98,90.1,122.85,42.19,83.03,85.85,29.37,78.5,69.44
2013-05-14,63.4085,33.53,50.23,13.34,91.11,125.0,42.52,83.5,86.97,29.4,78.78,69.44
2013-05-15,61.2642,33.845,51.09,13.44,91.24,123.01,42.92,84.25,87.64,29.56,79.86,70.39
2013-05-16,62.0825,34.08,50.97,13.36,90.7,122.76,43.09,83.74,87.45,29.25,78.5,70.0
2013-05-17,61.8942,34.87,52.3,13.43,91.76,123.42,42.97,83.8,88.09,28.96,77.87,71.06
2013-05-20,63.2757,35.08,52.29,13.51,92.52,124.78,42.38,82.59,88.01,28.7,77.4,70.65
2013-05-21,62.8085,34.85,53.02,13.44,92.8,125.94,42.34,82.63,88.59,28.78,77.39,71.26
2013-05-22,63.0505,34.61,53.63,13.31,92.19,124.93,42.25,82.97,88.46,29.3,77.03,68.4
2013-05-23,63.1628,34.15,53.35,13.21,91.79,125.4,41.93,82.12,87.21,29.11,76.33,68.67
2013-05-24,63.5928,34.269,53.66,13.24,91.53,125.45,42.24,82.58,86.82,29.04,77.31,69.72
2013-05-28,63.0627,35.02,54.6,13.35,92.38,126.43,42.55,82.43,87.61,29.01,77.32,69.51
2013-05-29,63.5642,34.88,54.67,13.48,92.08,125.49,41.4,81.12,85.65,28.28,76.23,69.42
2013-05-30,64.5114,35.03,55.62,13.83,92.09,125.11,40.77,81.22,85.99,28.25,75.63,69.82
2013-05-31,64.2478,34.9,54.59,13.66,90.47,122.75,39.99,80.77,84.18,27.23,74.84,69.5
2013-06-03,64.3885,35.59,54.49,13.55,91.46,124.09,40.81,81.4,84.71,27.75,75.69,71.05
2013-06-04,64.1871,34.99,54.04,13.36,90.79,122.96,41.42,81.63,84.1,27.66,75.94,71.51
2013-06-05,63.5871,34.78,53.03,13.09,89.65,121.57,40.65,81.2,83.68,27.48,75.25,70.17
2013-06-06,62.6371,34.96,53.5,13.2,90.23,120.59,40.79,81.66,84.46,28.11,75.63,70.26
2013-06-07,63.1158,35.67,54.27,13.38,91.45,121.7,41.41,82.51,84.91,28.26,76.33,70.36
2013-06-10,62.6985,35.47,54.36,13.3,91.12,122.69,41.18,82.85,85.14,28.37,75.75,69.88
2013-06-11,62.5142,34.84,53.49,13.12,90.46,121.45,40.79,82.53,84.69,28.42,75.25,70.0
2013-06-12,61.7414,35.0,53.18,13.06,89.74,119.97,40.39,82.11,83.74,28.43,74.84,69.43
2013-06-13,62.2807,34.715,54.17,13.21,91.33,121.66,40.41,81.98,84.91,29.08,75.0,69.59
2013-06-14,61.4357,34.4,53.13,13.07,90.58,120.28,40.34,82.13,84.91,29.09,74.87,69.03
2013-06-17,61.7142,35.0,53.85,13.21,91.51,121.22,40.68,82.55,85.63,29.16,74.95,69.86
2013-06-18,61.6814,34.98,54.11,13.27,91.93,121.52,40.93,82.57,86.36,29.4,75.73,70.16
2013-06-19,60.4285,34.59,53.55,13.19,91.0,120.5,40.41,80.89,84.86,29.1,74.46,68.88
2013-06-20,59.5482,33.49,52.48,12.89,89.05,117.95,39.13,78.91,82.62,28.635,73.03,68.66
2013-06-21,59.0714,33.265,51.96,12.69,89.48,118.93,39.76,80.13,83.2,28.46,73.51,68.83
2013-06-24,57.5057,33.715,50.92,12.3,88.48,116.82,39.53,80.13,84.61,27.71,74.2,68.29
2013-06-25,57.5185,33.67,52.08,12.67,89.11,117.45,39.72,80.04,85.35,27.99,74.37,69.13
2013-06-26,56.8671,34.35,52.5,12.76,89.8,118.15,40.33,81.3,86.99,28.1,75.01,69.12
2013-06-27,56.2542,34.62,53.15,13.01,90.04,118.71,40.26,81.74,86.71,28.18,75.26,68.79
2013-06-28,56.6471,34.545,52.79,12.86,90.35,118.34,40.11,81.79,85.86,28.01,74.49,68.86
2013-07-01,58.4599,34.36,52.49,12.93,90.3,119.08,40.46,82.04,86.63,27.78,74.59,69.33
2013-07-02,59.7842,33.94,52.8,12.9,90.64,119.15,40.37,81.68,86.57,27.7,74.71,69.56
2013-07-03,60.1142,34.01,52.77,12.83,90.69,119.08,40.49,80.73,86.78,27.65,74.76,69.38
2013-07-05,59.6314,34.21,53.99,13.06,91.57,120.51,40.52,80.8,87.87,27.97,75.21,70.25
2013-07-08,59.2928,34.325,54.7,13.28,92.25,121.24,40.54,81.78,88.59,28.13,76.71,71.18
2013-07-09,60.3357,34.35,54.89,13.53,93.34,123.27,40.83,82.77,88.88,28.35,77.03,71.77
2013-07-10,60.1042,34.7,54.83,13.37,92.82,122.9,40.68,82.99,89.24,28.44,76.77,72.03
2013-07-11,61.0411,35.685,55.14,13.51,93.27,123.77,41.03,84.55,89.67,28.77,77.63,72.57
2013-07-12,60.9299,35.67,54.97,13.78,93.4,124.06,41.03,84.32,89.99,28.81,77.63,72.56
2013-07-15,61.0628,36.17,54.89,13.88,93.25,124.68,41.01,84.72,90.4,28.79,77.03,72.35
2013-07-16,61.4564,36.27,55.01,13.92,93.3,124.12,40.23,84.02,90.4,28.68,77.37,72.07
2013-07-17,61.4728,35.74,55.27,14.31,93.46,124.35,40.84,85.24,90.13,28.68,77.2,72.61
2013-07-18,61.6797,35.44,56.37,14.76,94.38,125.47,40.81,86.8,90.17,28.49,77.34,72.42
2013-07-19,60.7071,31.4,56.16,14.75,95.17,126.91,41.09,86.41,92.23,29.09,78.08,72.55
2013-07-22,60.9014,32.01,56.56,14.92,94.83,127.03,40.84,86.4,92.28,29.35,77.87,73.03
2013-07-23,59.8557,31.82,56.67,14.94,95.2,127.26,40.96,86.2,92.42,29.42,78.55,73.25
2013-07-24,62.9299,31.96,56.63,14.71,94.99,126.37,40.86,85.64,92.36,29.28,78.23,73.32
2013-07-25,62.6428,31.39,56.5,14.83,94.97,127.76,40.84,85.55,92.57,29.19,78.01,71.82
2013-07-26,62.9985,31.62,56.05,14.73,94.79,127.56,40.64,85.31,92.83,29.37,78.0,71.46
2013-07-29,63.9699,31.54,55.69,14.52,94.03,126.17,40.28,85.25,93.21,29.54,77.99,71.51
2013-07-30,64.7599,31.85,55.33,14.52,93.81,125.78,40.32,85.11,93.17,29.67,77.89,71.42
2013-07-31,64.6471,31.84,55.73,14.6,93.75,125.89,40.08,83.54,93.5,29.23,77.94,71.25
2013-08-01,65.2394,31.67,56.54,14.95,92.73,126.44,40.57,84.2,93.77,29.11,78.22,71.58
2013-08-02,66.0771,31.89,56.49,14.84,91.95,124.95,40.22,84.29,94.39,29.37,78.75,71.5
2013-08-05,67.0642,31.7,56.1,14.8,91.59,123.99,40.29,84.48,93.8,29.19,78.77,71.99
2013-08-06,66.4642,31.58,55.49,14.64,91.47,123.14,40.37,85.05,93.81,29.34,77.87,71.79
2013-08-07,66.4256,32.063,55.3,14.53,91.34,123.33,40.15,84.76,93.66,29.26,77.37,71.68
2013-08-08,65.8585,32.89,54.83,14.61,91.78,123.07,40.2,84.68,93.34,29.13,77.25,71.22
2013-08-09,64.9214,32.7,54.52,14.45,90.72,122.5,40.16,84.34,92.36,29.21,76.9,70.72
2013-08-12,66.7656,32.87,54.09,14.41,89.89,121.8,39.83,83.81,92.0,29.19,77.08,70.76
2013-08-13,69.9385,32.23,54.29,14.51,89.4,122.5,39.65,83.39,93.01,29.27,76.86,71.19
2013-08-14,71.2142,32.35,54.15,14.6,88.95,122.05,39.53,82.75,90.7,29.03,76.4,70.04
2013-08-15,71.1299,31.79,53.29,14.32,88.16,120.25,39.09,80.91,89.55,28.8,74.41,69.08
2013-08-16,71.7614,31.8,53.29,14.42,87.91,119.88,39.05,80.18,89.37,28.37,74.11,68.58
2013-08-19,72.5342,31.393,51.83,14.15,86.92,118.66,38.78,80.88,90.45,28.46,73.58,68.24
2013-08-20,71.5814,31.62,52.12,14.29,86.83,118.29,38.65,80.29,89.73,28.53,73.23,67.95
2013-08-21,71.7656,31.61,51.63,14.34,86.42,117.7,38.28,79.08,88.8,28.24,73.55,65.5
2013-08-22,71.8514,32.39,52.21,14.57,86.98,118.29,38.31,79.25,88.26,28.16,73.46,64.24
2013-08-23,71.5742,34.75,52.32,14.57,87.52,119.53,38.52,79.85,88.41,28.34,73.44,64.35
2013-08-26,71.8528,34.15,51.8,14.49,87.09,118.84,38.12,79.69,87.53,28.02,73.03,64.13
2013-08-27,69.7985,33.26,50.6,14.11,86.82,118.81,38.15,79.06,86.17,27.995,72.86,63.26
2013-08-28,70.1279,33.02,50.58,14.12,88.84,121.81,38.35,79.37,86.53,28.21,72.38,63.27
2013-08-29,70.2428,33.55,50.7,14.17,87.27,120.37,38.1,79.33,86.57,28.1,72.43,63.15
2013-08-30,69.6022,33.4,50.53,14.12,87.16,120.43,38.18,79.73,86.41,28.21,72.98,63.31
2013-09-03,69.7971,31.88,51.13,14.25,87.15,120.55,37.9,80.2,86.42,28.01,72.68,63.59
2013-09-04,71.2415,31.195,51.87,14.32,87.76,120.86,38.54,79.53,86.9,28.37,72.91,63.55
2013-09-05,70.7528,31.235,52.11,14.37,87.35,121.37,38.24,79.07,87.04,28.27,72.67,63.46
2013-09-06,71.1742,31.152,52.56,14.36,87.25,121.21,38.35,79.26,87.16,28.28,72.59,63.29
2013-09-09,72.3099,31.655,52.86,14.48,88.04,122.22,38.52,79.38,87.56,28.3,73.51,63.93
2013-09-10,70.6628,32.39,53.67,14.61,87.82,123.01,38.63,79.43,88.53,28.45,73.96,64.73
2013-09-11,66.8156,32.74,53.26,14.65,88.84,123.92,38.78,79.85,89.23,28.67,74.05,64.99
2013-09-12,67.5271,32.69,52.24,14.48,87.98,123.89,38.44,79.87,89.01,28.31,73.91,64.09
2013-09-13,66.4142,33.03,52.59,14.49,88.4,124.14,38.69,80.32,88.57,28.51,74.36,63.76
2013-09-16,64.3028,32.801,53.14,14.53,88.67,124.08,38.86,81.02,89.03,28.71,74.78,63.79
2013-09-17,65.0456,32.93,53.09,14.55,88.94,124.34,38.79,81.66,89.06,28.64,75.15,64.38
2013-09-18,66.3828,33.32,53.41,14.715,89.58,125.82,39.59,82.88,89.91,29.04,76.42,65.48
2013-09-19,67.4714,33.64,52.75,14.61,89.28,125.44,39.31,81.82,90.07,28.84,76.21,65.39
2013-09-20,66.7728,32.791,52.8,14.44,88.66,124.92,39.4,81.74,89.68,28.97,75.83,64.55
2013-09-23,70.0914,32.74,51.46,14.14,87.75,125.52,38.63,81.02,89.09,28.8,76.42,64.4
2013-09-24,69.8714,32.455,50.32,14.09,87.36,124.49,38.53,80.54,88.22,28.71,75.75,63.91
2013-09-25,68.7899,32.505,51.7,14.14,87.14,124.07,38.33,80.21,87.08,28.49,74.65,63.24
2013-09-26,69.4599,32.77,51.89,14.08,87.07,123.49,38.74,80.54,87.07,28.52,74.62,63.37
2013-09-27,68.9642,33.27,52.24,13.9,86.9,122.64,38.4,80.2,86.73,28.88,74.36,63.94
2013-09-30,68.1071,33.28,51.69,13.8,86.04,121.5,37.88,79.5,86.69,28.725,73.96,63.98
2013-10-01,69.7085,33.58,51.96,13.9,86.0,121.32,37.95,79.82,87.47,28.89,73.59,63.91
2013-10-02,69.9371,33.92,52.09,14.06,86.08,120.83,37.43,79.56,87.29,29.01,73.72,63.65
2013-10-03,69.0585,33.86,51.94,14.0,85.5,118.25,37.16,79.44,86.58,28.77,73.16,63.45
2013-10-04,69.0042,33.88,52.67,14.05,86.32,118.13,37.2,79.62,87.31,29.0,72.8,63.41
2013-10-07,69.6785,33.3,51.83,13.81,85.9,117.87,37.05,79.06,86.59,28.62,71.87,62.68
2013-10-08,68.7056,33.01,50.87,13.69,85.51,116.73,37.28,78.93,85.61,28.24,72.9,62.13
2013-10-09,69.5125,33.07,50.75,13.84,85.16,116.13,37.08,79.5,85.96,28.29,73.0,62.69
2013-10-10,69.9482,33.76,52.52,14.23,86.04,116.38,37.78,80.69,87.78,28.77,74.79,63.45
2013-10-11,70.4016,34.13,52.51,14.19,86.95,117.67,37.77,80.83,89.45,28.72,74.82,63.21
2013-10-14,70.8628,34.45,52.71,14.35,87.6,118.58,37.91,81.09,89.8,29.35,74.68,63.65
2013-10-15,71.2399,34.49,52.31,14.24,86.79,118.15,37.66,80.6,89.93,29.16,74.37,62.93
2013-10-16,71.5876,34.64,54.0,14.56,87.31,119.16,38.0,82.27,91.11,29.8,75.6,63.9
2013-10-17,72.0714,34.92,54.21,14.66,87.48,119.521,38.55,82.58,91.97,30.26,75.78,64.86
2013-10-18,72.6985,34.96,54.3,14.63,87.55,119.65,38.78,83.01,91.63,30.51,75.71,64.67
2013-10-21,74.4802,34.99,54.27,14.52,87.23,119.82,38.82,82.37,91.2,30.4,75.15,64.7
2013-10-22,74.2667,34.58,53.62,14.52,87.98,120.64,39.09,83.44,92.36,30.68,76.32,65.12
2013-10-23,74.9942,33.76,52.75,14.21,87.61,120.13,39.09,83.33,92.1,30.6,75.9,64.27
2013-10-24,75.9871,33.72,52.48,14.17,88.42,120.56,38.8,82.54,92.35,30.61,76.42,64.13
2013-10-25,75.1368,35.73,52.77,14.26,87.97,120.59,39.03,83.35,92.09,30.61,76.08,64.07
2013-10-28,75.6965,35.57,52.68,14.23,88.23,120.91,39.61,84.61,92.39,30.74,77.14,64.88
2013-10-29,73.8111,35.52,52.73,14.15,88.93,121.5,39.8,85.49,93.14,31.25,77.06,64.32
2013-10-30,74.9851,35.54,52.6,14.17,88.81,120.3,39.62,84.72,92.79,30.93,76.91,65.71
2013-10-31,74.6716,35.405,51.54,13.97,89.62,119.96,39.57,84.09,92.61,30.685,76.75,64.79
2013-11-01,74.2899,35.525,52.51,14.02,89.82,118.01,39.61,84.56,93.37,31.17,77.07,64.62
2013-11-04,75.2499,35.94,52.04,14.04,92.1,118.1,39.51,84.37,93.03,31.26,77.33,65.22
2013-11-05,75.0641,36.64,51.95,13.93,91.99,118.45,39.5,84.62,92.81,31.24,77.42,64.63
2013-11-06,74.4171,38.18,52.1,13.96,93.22,121.14,40.05,86.68,93.04,30.97,78.16,65.7
2013-11-07,73.2131,37.5,51.65,13.8,91.96,119.91,39.83,85.3,92.69,30.91,77.51,64.82
2013-11-08,74.3656,37.78,53.96,14.32,92.73,121.19,40.05,85.85,94.05,31.32,77.96,65.11
2013-11-11,74.1496,37.59,54.1,14.4,92.96,121.08,39.87,85.45,94.29,31.24,79.01,65.69
2013-11-12,74.2871,37.36,53.97,14.32,92.67,120.0,39.88,85.64,93.56,31.38,78.71,65.44
2013-11-13,74.3762,38.155,54.14,14.64,92.59,120.09,40.12,85.95,93.34,31.87,78.9,66.87
2013-11-14,75.4514,38.021,54.4,14.795,93.22,119.56,40.21,86.39,93.92,32.0,79.08,66.67
2013-11-15,74.9986,37.841,54.87,14.92,95.27,120.06,40.22,86.03,94.39,32.2,79.22,66.89
2013-11-18,74.0898,37.2,55.74,14.92,95.45,120.56,40.17,85.86,94.3,32.01,79.22,66.45
2013-11-19,74.2214,36.74,56.15,15.2,95.42,122.06,40.14,85.29,94.86,31.66,79.25,66.63
2013-11-20,73.5714,37.08,56.1,15.14,94.68,122.0,40.06,85.13,95.15,31.92,78.9,66.49
2013-11-21,74.4479,37.4,57.22,15.59,94.69,123.46,40.43,85.62,95.2,31.97,78.86,64.19
2013-11-22,74.2571,37.57,57.46,15.64,95.01,124.03,40.43,85.74,95.25,32.12,79.81,63.7
2013-11-25,74.8199,37.64,57.65,15.81,95.09,123.74,40.37,85.37,95.63,32.14,80.43,63.76
2013-11-26,76.1999,37.35,57.17,15.88,94.27,122.78,40.25,84.39,95.06,31.89,80.68,63.87
2013-11-27,77.9942,37.6,57.48,15.83,93.8,122.42,40.19,84.42,94.98,31.88,80.93,64.41
2013-11-29,79.4385,38.13,57.22,15.82,93.48,122.44,40.19,84.46,94.66,31.73,81.01,63.93
2013-12-02,78.7471,38.45,56.98,15.73,93.52,122.34,40.08,83.7,94.28,31.83,81.11,62.73
2013-12-03,80.9031,38.31,56.86,15.54,94.39,122.52,40.35,83.8,93.97,31.22,81.21,62.82
2013-12-04,80.7142,38.94,57.19,15.63,94.67,121.77,40.37,82.65,93.63,31.27,80.22,63.31
2013-12-05,81.1286,38.0,55.82,15.43,94.13,121.1,39.83,81.9,92.97,31.25,79.44,62.63
2013-12-06,80.0028,38.36,56.06,15.56,95.65,122.29,40.46,83.15,94.44,31.54,79.94,63.38
2013-12-09,80.9185,38.705,56.51,15.58,95.84,123.34,40.4,82.69,94.44,31.58,79.95,63.24
2013-12-10,80.7928,38.11,56.7,15.56,95.71,123.66,39.85,82.4,94.14,31.34,79.08,63.16
2013-12-11,80.1942,37.61,56.07,15.25,94.26,122.1,40.13,82.67,93.11,30.65,79.09,62.93
2013-12-12,80.0771,37.22,56.31,15.25,95.36,120.99,39.21,81.28,91.16,30.25,78.5,62.89
2013-12-13,79.2042,36.69,56.17,15.18,95.31,119.9,39.23,80.93,91.35,30.25,78.08,62.36
2013-12-16,79.6428,36.885,56.42,15.24,97.22,120.22,39.27,81.0,91.37,30.25,77.74,62.17
2013-12-17,79.2842,36.52,55.72,15.18,96.75,118.74,39.1,80.46,90.66,30.14,77.25,61.65
2013-12-18,78.6813,36.58,57.24,15.69,99.54,121.6,40.02,81.42,92.64,30.77,77.94,63.55
2013-12-19,77.7799,36.25,57.23,15.75,99.43,123.22,39.86,81.66,91.98,30.71,77.24,62.15
2013-12-20,78.4314,36.8,57.7,15.6,98.68,122.78,40.04,81.81,92.09,30.25,77.43,62.49
2013-12-23,81.4413,36.62,58.24,15.69,98.51,122.8,40.16,81.86,92.03,30.35,77.87,61.88
2013-12-24,81.0956,37.08,58.25,15.7,99.22,123.51,40.19,82.04,92.06,30.29,78.01,61.71
2013-12-26,80.5571,37.44,58.2,15.65,100.9,124.81,40.49,82.45,92.54,30.55,78.39,62.48
2013-12-27,80.0128,37.29,58.14,15.67,101.51,125.23,40.66,82.71,92.35,30.64,78.47,62.15
2013-12-30,79.2171,37.29,57.95,15.54,100.31,124.23,41.09,82.91,92.3,30.69,78.63,62.47
2013-12-31,80.1456,37.41,58.48,15.57,101.2,124.91,41.31,82.94,91.59,30.63,78.69,63.27
2014-01-02,79.0185,37.16,58.21,16.1,99.75,124.14,40.66,82.1,91.03,30.46,78.91,63.18
2014-01-03,77.2828,36.91,58.66,16.41,99.51,124.35,40.46,82.24,91.85,30.52,78.65,63.49
2014-01-06,77.7042,36.13,59.0,16.66,99.66,124.02,40.27,82.28,92.33,30.55,78.21,63.06
2014-01-07,77.1481,36.41,58.32,16.5,101.07,125.07,40.39,83.48,94.29,30.74,78.45,62.91
2014-01-08,77.6371,35.76,58.87,16.58,100.74,123.29,39.94,83.24,94.16,30.95,77.83,62.69
2014-01-09,76.6455,35.53,58.76,16.83,99.76,123.29,39.73,82.85,94.73,30.93,78.09,63.34
2014-01-10,76.1342,36.04,58.49,16.77,100.52,121.01,40.13,83.5,94.74,30.69,78.04,62.62
2014-01-13,76.5328,34.98,57.7,16.43,98.55,119.25,39.53,82.37,94.5,30.54,77.49,61.5
2014-01-14,78.0556,35.78,57.74,16.77,99.12,119.57,39.69,82.37,94.72,31.0,77.96,61.71
2014-01-15,79.6228,36.76,59.49,17.15,98.78,119.18,39.76,82.89,94.8,31.18,77.66,61.56
2014-01-16,79.1785,36.89,58.99,17.08,98.94,118.83,39.71,82.86,94.64,31.17,76.76,60.81
2014-01-17,77.2385,36.38,58.11,17.01,99.16,119.29,39.28,82.2,95.06,31.09,76.19,60.24
2014-01-21,78.4385,36.17,58.17,17.01,98.5,120.36,39.92,82.92,94.03,31.23,75.84,59.2
2014-01-22,78.7871,35.93,57.59,17.15,97.88,120.43,39.9,82.85,94.32,31.27,75.35,58.98
2014-01-23,79.4542,36.055,56.47,16.86,96.97,118.39,39.24,82.43,92.74,31.01,74.96,58.65
2014-01-24,78.0099,36.805,55.09,16.45,94.85,116.29,38.84,81.43,90.61,30.09,74.42,57.72
2014-01-27,78.6428,36.03,55.09,16.31,94.92,116.43,38.73,82.06,89.94,29.66,74.15,57.71
2014-01-28,72.3571,36.27,55.74,16.73,95.65,116.84,38.87,82.32,90.1,30.42,74.67,57.89
2014-01-29,71.5356,36.66,55.53,16.68,95.11,116.0,37.9,80.22,88.9,30.11,74.1,56.89
2014-01-30,71.3974,36.86,56.0,16.93,93.99,116.45,38.17,81.08,89.5,30.82,74.75,56.67
2014-01-31,71.5142,37.84,55.36,16.75,92.16,111.63,37.82,80.36,88.47,30.4,74.68,56.64
2014-02-03,71.6471,36.48,54.31,16.35,90.05,111.14,37.2,78.57,86.78,30.6,72.66,55.41
2014-02-04,72.6842,36.35,54.95,16.35,90.02,110.83,37.48,78.82,86.62,31.44,72.73,55.12
